Report Category,Geographic Subdivision,School Name,Category,Cohort Year,Cohort,# Total Cohort,# Grads,% Grads,# Total Regents,% Total Regents of Cohort,% Total Regents of Grads,# Advanced Regents,% Advanced Regents of Cohort,% Advanced Regents of Grads,# Regents without Advanced,% Regents without Advanced of Cohort,% Regents without Advanced of Grads,# Local,% Local of Cohort,% Local of Grads,# Still Enrolled,% Still Enrolled,# Dropout,% Dropout,# SACC (IEP Diploma),% SACC (IEP Diploma) of Cohort,# TASC (GED),% TASC (GED) of Cohort
Citywide,Citywide,,Hispanic,2014,4 year June,29337,19424,66.2,17483,59.6,90,3360,11.5,17.3,14123,48.1,72.7,1941,6.6,10,6361,21.7,3074,10.5,140,0.5,335,1.1
Citywide,Citywide,,Hispanic,2013,4 year June,28729,18597,64.7,16869,58.7,90.7,3223,11.2,17.3,13646,47.5,73.4,1728,6,9.3,6569,22.9,3062,10.7,192,0.7,263,0.9
Citywide,Citywide,,Hispanic,2012,4 year June,28690,18341,63.9,16947,59.1,92.4,2830,9.9,15.4,14117,49.2,77,1394,4.9,7.6,6620,23.1,3217,11.2,206,0.7,238,0.8
Citywide,Citywide,,Hispanic,2018,5 year August,28406,23561,82.9,23419,82.4,99.4,7398,26,31.4,16021,56.4,68,142,0.5,0.6,1098,3.9,3067,10.8,333,1.2,334,1.2
Citywide,Citywide,,Hispanic,2017,5 year August,28797,23664,82.2,23525,81.7,99.4,8277,28.7,35,15248,52.9,64.4,139,0.5,0.6,1334,4.6,3042,10.6,372,1.3,368,1.3
Citywide,Citywide,,Hispanic,2016,5 year August,29240,23267,79.6,22755,77.8,97.8,6453,22.1,27.7,16302,55.8,70.1,512,1.8,2.2,2026,6.9,3230,11,222,0.8,482,1.6
Citywide,Citywide,,Hispanic,2015,5 year August,29067,22682,78,19980,68.7,88.1,3636,12.5,16,16344,56.2,72.1,2702,9.3,11.9,1721,5.9,3818,13.1,360,1.2,485,1.7
Citywide,Citywide,,Hispanic,2014,5 year August,29298,21969,75,19190,65.5,87.4,3382,11.5,15.4,15808,54,72,2779,9.5,12.6,1710,5.8,4826,16.5,372,1.3,419,1.4
Citywide,Citywide,,Hispanic,2013,5 year August,28632,21009,73.4,18523,64.7,88.2,3201,11.2,15.2,15322,53.5,72.9,2486,8.7,11.8,2374,8.3,4416,15.4,473,1.7,349,1.2
Citywide,Citywide,,Hispanic,2012,5 year August,28583,20778,72.7,18752,65.6,90.2,2839,9.9,13.7,15913,55.7,76.6,2026,7.1,9.8,2539,8.9,4451,15.6,452,1.6,311,1.1
Citywide,Citywide,,Hispanic,2018,5 year June,28406,23430,82.5,23291,82,99.4,7396,26,31.6,15895,56,67.8,139,0.5,0.6,1201,4.2,3095,10.9,333,1.2,334,1.2
Citywide,Citywide,,Hispanic,2017,5 year June,28797,23543,81.8,23409,81.3,99.4,8274,28.7,35.1,15135,52.6,64.3,134,0.5,0.6,1428,5,3069,10.7,372,1.3,368,1.3
Citywide,Citywide,,Hispanic,2016,5 year June,29240,23073,78.9,22565,77.2,97.8,6450,22.1,28,16115,55.1,69.8,508,1.7,2.2,2198,7.5,3252,11.1,222,0.8,482,1.6
Citywide,Citywide,,Hispanic,2015,5 year June,29067,22510,77.4,19818,68.2,88,3634,12.5,16.1,16184,55.7,71.9,2692,9.3,12,1824,6.3,3887,13.4,360,1.2,485,1.7
Citywide,Citywide,,Hispanic,2014,5 year June,29298,21741,74.2,19051,65,87.6,3380,11.5,15.5,15671,53.5,72.1,2690,9.2,12.4,1883,6.4,4880,16.7,372,1.3,420,1.4
Citywide,Citywide,,Hispanic,2013,5 year June,28632,20802,72.7,18394,64.2,88.4,3200,11.2,15.4,15194,53.1,73,2408,8.4,11.6,2575,9,4422,15.4,473,1.7,349,1.2
Citywide,Citywide,,Hispanic,2012,5 year June,28583,20591,72,18620,65.1,90.4,2839,9.9,13.8,15781,55.2,76.6,1971,6.9,9.6,2722,9.5,4455,15.6,452,1.6,311,1.1
Citywide,Citywide,,Hispanic,2017,6 year June,28752,23911,83.2,23756,82.6,99.4,8278,28.8,34.6,15478,53.8,64.7,155,0.5,0.6,662,2.3,3367,11.7,410,1.4,387,1.3
Citywide,Citywide,,Hispanic,2016,6 year June,29206,23683,81.1,23156,79.3,97.8,6454,22.1,27.3,16702,57.2,70.5,527,1.8,2.2,913,3.1,3780,12.9,301,1,515,1.8
Citywide,Citywide,,Hispanic,2015,6 year June,29044,23152,79.7,20419,70.3,88.2,3638,12.5,15.7,16781,57.8,72.5,2733,9.4,11.8,999,3.4,4010,13.8,392,1.3,485,1.7
Citywide,Citywide,,Hispanic,2014,6 year June,29294,22599,77.1,19674,67.2,87.1,3384,11.6,15,16290,55.6,72.1,2925,10,12.9,956,3.3,4856,16.6,416,1.4,466,1.6
Citywide,Citywide,,Hispanic,2013,6 year June,28587,21594,75.5,18891,66.1,87.5,3203,11.2,14.8,15688,54.9,72.6,2703,9.5,12.5,1181,4.1,4963,17.4,489,1.7,352,1.2
Citywide,Citywide,,Hispanic,2012,6 year June,28502,21271,74.6,19049,66.8,89.6,2838,10,13.3,16211,56.9,76.2,2222,7.8,10.4,1469,5.2,4851,17,505,1.8,332,1.2
Citywide,Citywide,,Multi-Racial,2019,4 year August,935,811,86.7,810,86.6,99.9,302,32.3,37.2,508,54.3,62.6,1,0.1,0.1,80,8.6,37,4,3,0.3,4,0.4
Citywide,Citywide,,Multi-Racial,2018,4 year August,1271,1136,89.4,1133,89.1,99.7,605,47.6,53.3,528,41.5,46.5,3,0.2,0.3,101,7.9,29,2.3,4,0.3,1,0.1
Citywide,Citywide,,Multi-Racial,2017,4 year August,1167,1066,91.3,1022,87.6,95.9,510,43.7,47.8,512,43.9,48,44,3.8,4.1,77,6.6,19,1.6,3,0.3,2,0.2
Citywide,Citywide,,Multi-Racial,2016,4 year August,984,867,88.1,856,87,98.7,415,42.2,47.9,441,44.8,50.9,11,1.1,1.3,97,9.9,18,1.8,1,0.1,1,0.1
Citywide,Citywide,,Multi-Racial,2015,4 year August,945,795,84.1,761,80.5,95.7,263,27.8,33.1,498,52.7,62.6,34,3.6,4.3,107,11.3,37,3.9,2,0.2,4,0.4
Citywide,Citywide,,Multi-Racial,2014,4 year August,1016,895,88.1,860,84.6,96.1,321,31.6,35.9,539,53.1,60.2,35,3.4,3.9,91,9,24,2.4,4,0.4,2,0.2
Citywide,Citywide,,Multi-Racial,2013,4 year August,776,689,88.8,675,87,98,223,28.7,32.4,452,58.2,65.6,14,1.8,2,47,6.1,38,4.9,0,0,2,0.3
Citywide,Citywide,,Multi-Racial,2012,4 year August,763,682,89.4,669,87.7,98.1,287,37.6,42.1,382,50.1,56,13,1.7,1.9,45,5.9,35,4.6,0,0,1,0.1
Citywide,Citywide,,Multi-Racial,2019,4 year June,935,800,85.6,799,85.5,99.9,302,32.3,37.8,497,53.2,62.1,1,0.1,0.1,91,9.7,37,4,3,0.3,4,0.4
Citywide,Citywide,,Multi-Racial,2018,4 year June,1271,1111,87.4,1108,87.2,99.7,602,47.4,54.2,506,39.8,45.5,3,0.2,0.3,124,9.8,31,2.4,4,0.3,1,0.1
Citywide,Citywide,,Multi-Racial,2017,4 year June,1167,1046,89.6,1002,85.9,95.8,509,43.6,48.7,493,42.2,47.1,44,3.8,4.2,97,8.3,19,1.6,3,0.3,2,0.2
Citywide,Citywide,,Multi-Racial,2016,4 year June,984,853,86.7,844,85.8,98.9,415,42.2,48.7,429,43.6,50.3,9,0.9,1.1,111,11.3,18,1.8,1,0.1,1,0.1
Citywide,Citywide,,Multi-Racial,2015,4 year June,945,772,81.7,740,78.3,95.9,261,27.6,33.8,479,50.7,62,32,3.4,4.1,130,13.8,37,3.9,2,0.2,4,0.4
Citywide,Citywide,,Multi-Racial,2014,4 year June,1016,870,85.6,838,82.5,96.3,320,31.5,36.8,518,51,59.5,32,3.1,3.7,116,11.4,24,2.4,4,0.4,2,0.2
Citywide,Citywide,,Multi-Racial,2013,4 year June,776,676,87.1,667,86,98.7,224,28.9,33.1,443,57.1,65.5,9,1.2,1.3,60,7.7,38,4.9,0,0,2,0.3
Citywide,Citywide,,Multi-Racial,2012,4 year June,763,662,86.8,652,85.5,98.5,285,37.4,43.1,367,48.1,55.4,10,1.3,1.5,65,8.5,35,4.6,0,0,1,0.1
Citywide,Citywide,,Multi-Racial,2018,5 year August,1251,1155,92.3,1152,92.1,99.7,606,48.4,52.5,546,43.6,47.3,3,0.2,0.3,49,3.9,39,3.1,5,0.4,3,0.2
Citywide,Citywide,,Multi-Racial,2017,5 year August,1065,990,93,987,92.7,99.7,511,48,51.6,476,44.7,48.1,3,0.3,0.3,35,3.3,33,3.1,4,0.4,3,0.3
Citywide,Citywide,,Multi-Racial,2016,5 year August,979,893,91.2,879,89.8,98.4,415,42.4,46.5,464,47.4,52,14,1.4,1.6,55,5.6,28,2.9,3,0.3,0,0
Citywide,Citywide,,Multi-Racial,2015,5 year August,941,803,85.3,765,81.3,95.3,256,27.2,31.9,509,54.1,63.4,38,4,4.7,88,9.4,41,4.4,5,0.5,4,0.4
Citywide,Citywide,,Multi-Racial,2014,5 year August,997,900,90.3,862,86.5,95.8,312,31.3,34.7,550,55.2,61.1,38,3.8,4.2,48,4.8,43,4.3,3,0.3,3,0.3
Citywide,Citywide,,Multi-Racial,2013,5 year August,770,701,91,686,89.1,97.9,223,29,31.8,463,60.1,66,15,1.9,2.1,18,2.3,47,6.1,1,0.1,3,0.4
Citywide,Citywide,,Multi-Racial,2012,5 year August,787,700,88.9,683,86.8,97.6,287,36.5,41,396,50.3,56.6,17,2.2,2.4,44,5.6,42,5.3,0,0,1,0.1
Citywide,Citywide,,Multi-Racial,2018,5 year June,1251,1153,92.2,1150,91.9,99.7,606,48.4,52.6,544,43.5,47.2,3,0.2,0.3,51,4.1,39,3.1,5,0.4,3,0.2
Citywide,Citywide,,Multi-Racial,2017,5 year June,1065,989,92.9,986,92.6,99.7,510,47.9,51.6,476,44.7,48.1,3,0.3,0.3,36,3.4,33,3.1,4,0.4,3,0.3
Citywide,Citywide,,Multi-Racial,2016,5 year June,979,892,91.1,878,89.7,98.4,415,42.4,46.5,463,47.3,51.9,14,1.4,1.6,56,5.7,28,2.9,3,0.3,0,0
Citywide,Citywide,,Multi-Racial,2015,5 year June,941,801,85.1,763,81.1,95.3,256,27.2,32,507,53.9,63.3,38,4,4.7,90,9.6,41,4.4,5,0.5,4,0.4
Citywide,Citywide,,Multi-Racial,2014,5 year June,997,898,90.1,861,86.4,95.9,312,31.3,34.7,549,55.1,61.1,37,3.7,4.1,50,5,43,4.3,3,0.3,3,0.3
Citywide,Citywide,,Multi-Racial,2013,5 year June,770,699,90.8,684,88.8,97.9,223,29,31.9,461,59.9,66,15,1.9,2.1,20,2.6,47,6.1,1,0.1,3,0.4
Citywide,Citywide,,Multi-Racial,2012,5 year June,787,698,88.7,681,86.5,97.6,287,36.5,41.1,394,50.1,56.4,17,2.2,2.4,46,5.8,42,5.3,0,0,1,0.1
Citywide,Citywide,,Multi-Racial,2017,6 year June,1060,988,93.2,985,92.9,99.7,508,47.9,51.4,477,45,48.3,3,0.3,0.3,26,2.5,40,3.8,4,0.4,2,0.2
Citywide,Citywide,,Multi-Racial,2016,6 year June,973,899,92.4,886,91.1,98.6,416,42.8,46.3,470,48.3,52.3,13,1.3,1.4,30,3.1,39,4,5,0.5,0,0
Citywide,Citywide,,Multi-Racial,2015,6 year June,941,812,86.3,773,82.1,95.2,256,27.2,31.5,517,54.9,63.7,39,4.1,4.8,70,7.4,46,4.9,6,0.6,7,0.7
Citywide,Citywide,,Multi-Racial,2014,6 year June,996,904,90.8,864,86.7,95.6,312,31.3,34.5,552,55.4,61.1,40,4,4.4,44,4.4,43,4.3,2,0.2,3,0.3
Citywide,Citywide,,Multi-Racial,2013,6 year June,765,703,91.9,688,89.9,97.9,223,29.2,31.7,465,60.8,66.1,15,2,2.1,10,1.3,50,6.5,0,0,2,0.3
Citywide,Citywide,,Multi-Racial,2012,6 year June,788,703,89.2,684,86.8,97.3,287,36.4,40.8,397,50.4,56.5,19,2.4,2.7,39,4.9,42,5.3,1,0.1,3,0.4
Citywide,Citywide,,Native American,2019,4 year August,799,650,81.4,643,80.5,98.9,163,20.4,25.1,480,60.1,73.8,7,0.9,1.1,93,11.6,43,5.4,2,0.3,10,1.3
Citywide,Citywide,,Native American,2018,4 year August,876,718,82,715,81.6,99.6,263,30,36.6,452,51.6,63,3,0.3,0.4,97,11.1,44,5,7,0.8,10,1.1
Citywide,Citywide,,Native American,2017,4 year August,824,676,82,673,81.7,99.6,274,33.3,40.5,399,48.4,59,3,0.4,0.4,94,11.4,41,5,0,0,13,1.6
Citywide,Citywide,,Native American,2016,4 year August,691,520,75.3,515,74.5,99,194,28.1,37.3,321,46.5,61.7,5,0.7,1,86,12.4,72,10.4,6,0.9,7,1
Citywide,Citywide,,Native American,2015,4 year August,704,502,71.3,469,66.6,93.4,118,16.8,23.5,351,49.9,69.9,33,4.7,6.6,103,14.6,86,12.2,3,0.4,10,1.4
Citywide,Citywide,,Native American,2014,4 year August,669,447,66.8,410,61.3,91.7,104,15.5,23.3,306,45.7,68.5,37,5.5,8.3,146,21.8,61,9.1,0,0,15,2.2
Citywide,Citywide,,Native American,2013,4 year August,574,335,58.4,314,54.7,93.7,75,13.1,22.4,239,41.6,71.3,21,3.7,6.3,156,27.2,69,12,5,0.9,8,1.4
Citywide,Citywide,,Native American,2012,4 year August,489,284,58.1,256,52.4,90.1,56,11.5,19.7,200,40.9,70.4,28,5.7,9.9,129,26.4,66,13.5,1,0.2,7,1.4
Citywide,Citywide,,Native American,2019,4 year June,799,621,77.7,617,77.2,99.4,162,20.3,26.1,455,56.9,73.3,4,0.5,0.6,122,15.3,43,5.4,2,0.3,10,1.3
Citywide,Citywide,,Native American,2018,4 year June,876,701,80,698,79.7,99.6,263,30,37.5,435,49.7,62.1,3,0.3,0.4,114,13,44,5,7,0.8,10,1.1
Citywide,Citywide,,Native American,2017,4 year June,824,651,79,648,78.6,99.5,273,33.1,41.9,375,45.5,57.6,3,0.4,0.5,119,14.4,41,5,0,0,13,1.6
Citywide,Citywide,,Native American,2016,4 year June,691,506,73.2,502,72.6,99.2,193,27.9,38.1,309,44.7,61.1,4,0.6,0.8,99,14.3,73,10.6,6,0.9,7,1
Citywide,Citywide,,Native American,2015,4 year June,704,482,68.5,454,64.5,94.2,118,16.8,24.5,336,47.7,69.7,28,4,5.8,123,17.5,86,12.2,3,0.4,10,1.4
Citywide,Citywide,,Native American,2014,4 year June,669,430,64.3,398,59.5,92.6,104,15.5,24.2,294,43.9,68.4,32,4.8,7.4,163,24.4,61,9.1,0,0,15,2.2
Citywide,Citywide,,Native American,2013,4 year June,574,313,54.5,296,51.6,94.6,75,13.1,24,221,38.5,70.6,17,3,5.4,177,30.8,69,12,6,1,8,1.4
Citywide,Citywide,,Native American,2012,4 year June,489,269,55,244,49.9,90.7,55,11.2,20.4,189,38.7,70.3,25,5.1,9.3,143,29.2,66,13.5,2,0.4,7,1.4
Citywide,Citywide,,Native American,2018,5 year August,876,757,86.4,753,86,99.5,263,30,34.7,490,55.9,64.7,4,0.5,0.5,36,4.1,61,7,12,1.4,10,1.1
Citywide,Citywide,,Native American,2017,5 year August,815,696,85.4,693,85,99.6,274,33.6,39.4,419,51.4,60.2,3,0.4,0.4,35,4.3,66,8.1,5,0.6,13,1.6
Citywide,Citywide,,Native American,2016,5 year August,696,549,78.9,544,78.2,99.1,194,27.9,35.3,350,50.3,63.8,5,0.7,0.9,37,5.3,86,12.4,10,1.4,13,1.9
Citywide,Citywide,,Native American,2015,5 year August,719,541,75.2,503,70,93,119,16.6,22,384,53.4,71,38,5.3,7,41,5.7,107,14.9,10,1.4,19,2.6
Citywide,Citywide,,Native American,2014,5 year August,685,497,72.6,448,65.4,90.1,105,15.3,21.1,343,50.1,69,49,7.2,9.9,59,8.6,110,16.1,7,1,11,1.6
Citywide,Citywide,,Native American,2013,5 year August,605,398,65.8,361,59.7,90.7,75,12.4,18.8,286,47.3,71.9,37,6.1,9.3,60,9.9,114,18.8,19,3.1,14,2.3
Citywide,Citywide,,Native American,2012,5 year August,530,348,65.7,303,57.2,87.1,56,10.6,16.1,247,46.6,71,45,8.5,12.9,65,12.3,94,17.7,13,2.5,8,1.5
Citywide,Citywide,,Native American,2018,5 year June,876,755,86.2,751,85.7,99.5,263,30,34.8,488,55.7,64.6,4,0.5,0.5,38,4.3,61,7,12,1.4,10,1.1
Citywide,Citywide,,Native American,2017,5 year June,815,693,85,690,84.7,99.6,274,33.6,39.5,416,51,60,3,0.4,0.4,38,4.7,66,8.1,5,0.6,13,1.6
Citywide,Citywide,,Native American,2016,5 year June,696,542,77.9,537,77.2,99.1,194,27.9,35.8,343,49.3,63.3,5,0.7,0.9,41,5.9,89,12.8,10,1.4,13,1.9
Citywide,Citywide,,Native American,2015,5 year June,719,537,74.7,499,69.4,92.9,119,16.6,22.2,380,52.9,70.8,38,5.3,7.1,42,5.8,110,15.3,10,1.4,19,2.6
Citywide,Citywide,,Native American,2014,5 year June,685,495,72.3,446,65.1,90.1,105,15.3,21.2,341,49.8,68.9,49,7.2,9.9,61,8.9,110,16.1,7,1,11,1.6
Citywide,Citywide,,Native American,2013,5 year June,605,390,64.5,355,58.7,91,75,12.4,19.2,280,46.3,71.8,35,5.8,9,68,11.2,114,18.8,19,3.1,14,2.3
Citywide,Citywide,,Native American,2012,5 year June,530,344,64.9,300,56.6,87.2,56,10.6,16.3,244,46,70.9,44,8.3,12.8,69,13,94,17.7,13,2.5,8,1.5
Citywide,Citywide,,Native American,2017,6 year June,812,701,86.3,697,85.8,99.4,274,33.7,39.1,423,52.1,60.3,4,0.5,0.6,20,2.5,74,9.1,7,0.9,10,1.2
Citywide,Citywide,,Native American,2016,6 year June,696,554,79.6,549,78.9,99.1,194,27.9,35,355,51,64.1,5,0.7,0.9,18,2.6,98,14.1,13,1.9,13,1.9
Citywide,Citywide,,Native American,2015,6 year June,722,552,76.5,514,71.2,93.1,119,16.5,21.6,395,54.7,71.6,38,5.3,6.9,27,3.7,112,15.5,13,1.8,18,2.5
Citywide,Citywide,,Native American,2014,6 year June,687,516,75.1,465,67.7,90.1,105,15.3,20.3,360,52.4,69.8,51,7.4,9.9,31,4.5,115,16.7,10,1.5,14,2
Citywide,Citywide,,Native American,2013,6 year June,622,427,68.6,377,60.6,88.3,76,12.2,17.8,301,48.4,70.5,50,8,11.7,31,5,131,21.1,20,3.2,13,2.1
Citywide,Citywide,,Native American,2012,6 year June,547,390,71.3,336,61.4,86.2,56,10.2,14.4,280,51.2,71.8,54,9.9,13.8,30,5.5,103,18.8,15,2.7,8,1.5
Citywide,Citywide,,White,2019,4 year August,10001,8976,89.8,8961,89.6,99.8,4148,41.5,46.2,4813,48.1,53.6,15,0.1,0.2,659,6.6,277,2.8,28,0.3,58,0.6
Citywide,Citywide,,White,2018,4 year August,10252,9139,89.1,9091,88.7,99.5,5291,51.6,57.9,3800,37.1,41.6,48,0.5,0.5,759,7.4,255,2.5,50,0.5,47,0.5
Citywide,Citywide,,White,2017,4 year August,10951,9701,88.6,9607,87.7,99,5601,51.1,57.7,4006,36.6,41.3,94,0.9,1,917,8.4,261,2.4,27,0.2,44,0.4
Citywide,Citywide,,White,2016,4 year August,10496,9263,88.3,9179,87.5,99.1,4926,46.9,53.2,4253,40.5,45.9,84,0.8,0.9,787,7.5,331,3.2,40,0.4,72,0.7
Citywide,Citywide,,White,2015,4 year August,10529,8954,85,8468,80.4,94.6,3736,35.5,41.7,4732,44.9,52.8,486,4.6,5.4,1058,10,422,4,39,0.4,56,0.5
Citywide,Citywide,,White,2014,4 year August,10511,8855,84.2,8411,80,95,3665,34.9,41.4,4746,45.2,53.6,444,4.2,5,1133,10.8,425,4,45,0.4,53,0.5
Citywide,Citywide,,White,2013,4 year August,10056,8369,83.2,8002,79.6,95.6,3390,33.7,40.5,4612,45.9,55.1,367,3.6,4.4,1122,11.2,446,4.4,62,0.6,54,0.5
Citywide,Citywide,,White,2012,4 year August,10038,8260,82.3,7900,78.7,95.6,3156,31.4,38.2,4744,47.3,57.4,360,3.6,4.4,1188,11.8,480,4.8,51,0.5,40,0.4
Citywide,Citywide,,White,2019,4 year June,10001,8787,87.9,8773,87.7,99.8,4132,41.3,47,4641,46.4,52.8,14,0.1,0.2,845,8.4,280,2.8,28,0.3,58,0.6
Citywide,Citywide,,White,2018,4 year June,10252,8943,87.2,8897,86.8,99.5,5261,51.3,58.8,3636,35.5,40.7,46,0.4,0.5,953,9.3,257,2.5,50,0.5,47,0.5
Citywide,Citywide,,White,2017,4 year June,10951,9445,86.2,9357,85.4,99.1,5559,50.8,58.9,3798,34.7,40.2,88,0.8,0.9,1173,10.7,261,2.4,27,0.2,44,0.4
Citywide,Citywide,,White,2016,4 year June,10496,9123,86.9,9042,86.1,99.1,4912,46.8,53.8,4130,39.3,45.3,81,0.8,0.9,922,8.8,336,3.2,40,0.4,72,0.7
Citywide,Citywide,,White,2015,4 year June,10529,8725,82.9,8274,78.6,94.8,3722,35.3,42.7,4552,43.2,52.2,451,4.3,5.2,1285,12.2,424,4,39,0.4,56,0.5
Citywide,Citywide,,White,2014,4 year June,10511,8648,82.3,8233,78.3,95.2,3656,34.8,42.3,4577,43.5,52.9,415,3.9,4.8,1340,12.7,425,4,45,0.4,53,0.5
Citywide,Citywide,,White,2013,4 year June,10056,8169,81.2,7833,77.9,95.9,3380,33.6,41.4,4453,44.3,54.5,336,3.3,4.1,1320,13.1,446,4.4,64,0.6,54,0.5
Citywide,Citywide,,White,2012,4 year June,10038,8045,80.1,7726,77,96,3147,31.4,39.1,4579,45.6,56.9,319,3.2,4,1403,14,480,4.8,51,0.5,40,0.4
Citywide,Citywide,,White,2018,5 year August,10215,9289,90.9,9237,90.4,99.4,5301,51.9,57.1,3936,38.5,42.4,52,0.5,0.6,348,3.4,393,3.8,126,1.2,57,0.6
Citywide,Citywide,,White,2017,5 year August,10679,9753,91.3,9717,91,99.6,5608,52.5,57.5,4109,38.5,42.1,36,0.3,0.4,330,3.1,423,4,105,1,67,0.6
Citywide,Citywide,,White,2016,5 year August,10489,9507,90.6,9409,89.7,99,4938,47.1,51.9,4471,42.6,47,98,0.9,1,360,3.4,462,4.4,71,0.7,88,0.8
Citywide,Citywide,,White,2015,5 year August,10541,9287,88.1,8767,83.2,94.4,3744,35.5,40.3,5023,47.7,54.1,520,4.9,5.6,485,4.6,567,5.4,119,1.1,82,0.8
Citywide,Citywide,,White,2014,5 year August,10510,9121,86.8,8598,81.8,94.3,3666,34.9,40.2,4932,46.9,54.1,523,5,5.7,521,5,674,6.4,122,1.2,72,0.7
Citywide,Citywide,,White,2013,5 year August,10089,8623,85.5,8192,81.2,95,3382,33.5,39.2,4810,47.7,55.8,431,4.3,5,606,6,624,6.2,157,1.6,78,0.8
Citywide,Citywide,,White,2012,5 year August,10117,8569,84.7,8126,80.3,94.8,3159,31.2,36.9,4967,49.1,58,443,4.4,5.2,633,6.3,695,6.9,142,1.4,64,0.6
Citywide,Citywide,,White,2018,5 year June,10215,9270,90.7,9218,90.2,99.4,5300,51.9,57.2,3918,38.4,42.3,52,0.5,0.6,362,3.5,398,3.9,126,1.2,57,0.6
Citywide,Citywide,,White,2017,5 year June,10679,9726,91.1,9692,90.8,99.7,5607,52.5,57.6,4085,38.3,42,34,0.3,0.3,351,3.3,429,4,105,1,67,0.6
Citywide,Citywide,,White,2016,5 year June,10489,9487,90.4,9391,89.5,99,4938,47.1,52.1,4453,42.5,46.9,96,0.9,1,377,3.6,465,4.4,71,0.7,88,0.8
Citywide,Citywide,,White,2015,5 year June,10541,9253,87.8,8734,82.9,94.4,3744,35.5,40.5,4990,47.3,53.9,519,4.9,5.6,513,4.9,573,5.4,119,1.1,82,0.8
Citywide,Citywide,,White,2014,5 year June,10510,9082,86.4,8574,81.6,94.4,3665,34.9,40.4,4909,46.7,54.1,508,4.8,5.6,550,5.2,684,6.5,122,1.2,72,0.7
Citywide,Citywide,,White,2013,5 year June,10089,8593,85.2,8171,81,95.1,3381,33.5,39.3,4790,47.5,55.7,422,4.2,4.9,633,6.3,625,6.2,159,1.6,78,0.8
Citywide,Citywide,,White,2012,5 year June,10117,8544,84.5,8109,80.2,94.9,3159,31.2,37,4950,48.9,57.9,435,4.3,5.1,656,6.5,696,6.9,142,1.4,64,0.6
Citywide,Citywide,,White,2017,6 year June,10668,9790,91.8,9752,91.4,99.6,5607,52.6,57.3,4145,38.9,42.3,38,0.4,0.4,226,2.1,457,4.3,122,1.1,72,0.7
Citywide,Citywide,,White,2016,6 year June,10463,9529,91.1,9433,90.2,99,4938,47.2,51.8,4495,43,47.2,96,0.9,1,238,2.3,520,5,88,0.8,86,0.8
Citywide,Citywide,,White,2015,6 year June,10513,9364,89.1,8834,84,94.3,3745,35.6,40,5089,48.4,54.3,530,5,5.7,365,3.5,566,5.4,133,1.3,84,0.8
Citywide,Citywide,,White,2014,6 year June,10501,9229,87.9,8687,82.7,94.1,3666,34.9,39.7,5021,47.8,54.4,542,5.2,5.9,392,3.7,672,6.4,130,1.2,78,0.7
Citywide,Citywide,,White,2013,6 year June,10079,8721,86.5,8264,82,94.8,3383,33.6,38.8,4881,48.4,56,457,4.5,5.2,426,4.2,694,6.9,162,1.6,75,0.7
Citywide,Citywide,,White,2012,6 year June,10119,8651,85.5,8179,80.8,94.5,3159,31.2,36.5,5020,49.6,58,472,4.7,5.5,469,4.6,765,7.6,159,1.6,64,0.6
Citywide,Citywide,,Female,2019,4 year August,33625,29565,87.9,29496,87.7,99.8,10377,30.9,35.1,19119,56.9,64.7,69,0.2,0.2,2429,7.2,1308,3.9,83,0.2,230,0.7
Citywide,Citywide,,Female,2018,4 year August,34266,30282,88.4,30168,88,99.6,13646,39.8,45.1,16522,48.2,54.6,114,0.3,0.4,2434,7.1,1228,3.6,110,0.3,208,0.6
Citywide,Citywide,,Female,2017,4 year August,35073,30672,87.5,30523,87,99.5,14846,42.3,48.4,15677,44.7,51.1,149,0.4,0.5,2935,8.4,1161,3.3,88,0.3,210,0.6
Citywide,Citywide,,Female,2016,4 year August,35930,30582,85.1,30145,83.9,98.6,12705,35.4,41.5,17440,48.5,57,437,1.2,1.4,3409,9.5,1494,4.2,94,0.3,345,1
Citywide,Citywide,,Female,2015,4 year August,35931,29587,82.3,27223,75.8,92,8724,24.3,29.5,18499,51.5,62.5,2364,6.6,8,3722,10.4,2232,6.2,110,0.3,280,0.8
Citywide,Citywide,,Female,2014,4 year August,36241,29375,81.1,27235,75.1,92.7,8625,23.8,29.4,18610,51.4,63.4,2140,5.9,7.3,4329,11.9,2144,5.9,132,0.4,260,0.7
Citywide,Citywide,,Female,2013,4 year August,35191,28000,79.6,26164,74.3,93.4,8071,22.9,28.8,18093,51.4,64.6,1836,5.2,6.6,4608,13.1,2225,6.3,139,0.4,211,0.6
Citywide,Citywide,,Female,2012,4 year August,36165,28320,78.3,26686,73.8,94.2,7551,20.9,26.7,19135,52.9,67.6,1634,4.5,5.8,4974,13.8,2465,6.8,191,0.5,192,0.5
Citywide,Citywide,,Female,2019,4 year June,33625,28811,85.7,28751,85.5,99.8,10330,30.7,35.9,18421,54.8,63.9,60,0.2,0.2,3148,9.4,1336,4,90,0.3,230,0.7
Citywide,Citywide,,Female,2018,4 year June,34266,29590,86.4,29491,86.1,99.7,13559,39.6,45.8,15932,46.5,53.8,99,0.3,0.3,3112,9.1,1242,3.6,110,0.3,208,0.6
Citywide,Citywide,,Female,2017,4 year June,35073,29909,85.3,29768,84.9,99.5,14710,41.9,49.2,15058,42.9,50.3,141,0.4,0.5,3693,10.5,1165,3.3,89,0.3,210,0.6
